latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
63.427464,10.403427,12.0,7200,Europe/Berlin,GMT+2

time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),pressure_msl (hPa),cloud_cover (%),visibility (m),wind_gusts_10m (km/h),temperature_80m (°C),wind_direction_10m (°),wind_speed_10m (km/h)
2025-03-25T15:00,4.9,92,2.2,0.70,0.70,0.00,0.00,0.00,1007.5,100,18680.00,15.5,3.6,217,8.3
2025-03-25T16:00,5.0,94,2.1,0.50,0.50,0.00,0.00,0.00,1007.7,100,21740.00,18.0,3.6,205,9.7
2025-03-25T17:00,5.4,92,3.0,0.30,0.30,0.00,0.00,0.00,1008.1,100,14400.00,21.2,2.8,255,6.8
2025-03-25T18:00,4.8,94,2.5,0.30,0.30,0.00,0.00,0.00,1008.5,100,16780.00,12.6,2.8,266,5.8
2025-03-25T19:00,4.6,93,2.3,0.20,0.20,0.00,0.00,0.00,1008.9,100,16760.00,11.2,2.7,264,5.4
2025-03-25T20:00,4.3,94,2.1,0.10,0.10,0.00,0.00,0.00,1009.6,100,9580.00,11.9,2.0,198,4.0
2025-03-25T21:00,3.6,95,1.0,0.00,0.00,0.00,0.00,0.00,1009.8,100,11560.00,11.5,2.4,193,6.8
2025-03-25T22:00,3.5,94,0.8,0.10,0.10,0.00,0.00,0.00,1010.3,100,11040.00,12.6,2.5,199,7.2
2025-03-25T23:00,3.4,95,0.5,0.10,0.10,0.00,0.00,0.00,1010.7,100,17120.00,15.5,2.6,196,8.6
2025-03-26T00:00,3.4,95,0.4,0.60,0.60,0.00,0.00,0.00,1010.6,100,23520.00,16.2,2.7,194,9.0
2025-03-26T01:00,3.4,94,0.0,0.30,0.30,0.00,0.00,0.00,1010.4,100,29040.00,20.5,2.9,203,11.5
2025-03-26T02:00,3.3,93,-0.1,0.50,0.50,0.00,0.00,0.00,1010.6,100,28200.00,22.0,2.8,207,11.2
2025-03-26T03:00,3.3,93,-0.5,0.20,0.20,0.00,0.00,0.00,1010.6,100,26540.00,24.8,2.9,199,14.0
2025-03-26T04:00,3.4,93,-0.3,0.10,0.10,0.00,0.00,0.00,1010.9,100,25760.00,25.2,2.9,206,13.3
2025-03-26T05:00,3.4,93,-0.3,0.00,0.00,0.00,0.00,0.00,1010.7,100,23360.00,24.5,3.0,200,13.7
2025-03-26T06:00,3.2,94,-0.5,0.10,0.10,0.00,0.00,0.00,1010.7,100,22380.00,24.8,2.9,199,13.3
2025-03-26T07:00,3.1,94,-0.8,0.30,0.30,0.00,0.00,0.00,1010.6,100,24360.00,25.9,3.0,198,14.8
2025-03-26T08:00,3.3,92,-0.9,0.40,0.40,0.00,0.00,0.00,1010.8,100,20340.00,28.8,3.3,205,16.2
2025-03-26T09:00,3.9,93,-0.1,0.10,0.10,0.00,0.00,0.00,1011.0,100,30220.00,29.2,3.9,203,16.6
2025-03-26T10:00,4.8,93,1.3,1.20,1.20,0.00,0.00,0.00,1011.1,90,35640.00,29.9,4.5,199,13.3
2025-03-26T11:00,6.1,92,2.7,0.20,0.20,0.00,0.00,0.00,1011.2,95,36240.00,28.1,5.6,207,14.8
2025-03-26T12:00,6.5,89,3.0,0.10,0.10,0.00,0.00,0.00,1011.0,100,37700.00,30.2,6.3,211,15.5
2025-03-26T13:00,6.8,90,3.8,0.20,0.20,0.00,0.00,0.00,1011.1,100,40200.00,28.8,7.0,206,13.0
2025-03-26T14:00,6.9,88,3.6,0.30,0.30,0.00,0.00,0.00,1010.3,100,20020.00,28.4,6.5,218,14.8
2025-03-26T15:00,7.6,90,4.3,0.20,0.20,0.00,0.00,0.00,1010.2,100,24320.00,30.2,6.1,212,15.5
2025-03-26T16:00,7.1,91,3.9,0.50,0.50,0.00,0.00,0.00,1010.1,100,22580.00,28.1,6.0,213,15.1
2025-03-26T17:00,7.0,92,3.6,0.60,0.60,0.00,0.00,0.00,1009.8,100,15140.00,28.4,6.1,211,15.8
2025-03-26T18:00,6.6,92,3.2,0.50,0.50,0.00,0.00,0.00,1009.6,100,11820.00,29.9,5.6,204,15.5
2025-03-26T19:00,6.4,92,2.8,0.30,0.30,0.00,0.00,0.00,1009.0,100,10040.00,28.8,5.7,200,16.2
2025-03-26T20:00,6.2,90,2.1,0.20,0.20,0.00,0.00,0.00,1008.6,100,14860.00,34.2,6.3,201,19.1
2025-03-26T21:00,6.1,91,2.1,0.30,0.30,0.00,0.00,0.00,1007.8,100,24780.00,33.8,6.6,201,18.7
2025-03-26T22:00,6.4,90,2.4,0.10,0.10,0.00,0.00,0.00,1007.4,100,33140.00,34.6,6.9,205,18.4
2025-03-26T23:00,6.2,91,3.0,0.30,0.30,0.00,0.00,0.00,1006.6,100,27040.00,32.0,7.4,203,13.3
2025-03-27T00:00,6.1,92,3.4,0.30,0.30,0.00,0.00,0.00,1005.4,100,8160.00,23.8,7.1,188,9.7
2025-03-27T01:00,5.8,92,3.2,0.40,0.40,0.00,0.00,0.00,1004.4,100,8200.00,16.9,6.4,202,9.0
2025-03-27T02:00,5.7,93,3.5,1.60,1.60,0.00,0.00,0.00,1002.8,100,6100.00,15.5,5.5,178,5.8
2025-03-27T03:00,5.5,94,3.7,1.00,1.00,0.00,0.00,0.00,1001.8,100,6140.00,9.7,5.3,320,2.9
2025-03-27T04:00,5.3,92,2.9,1.10,1.10,0.00,0.00,0.00,1001.0,100,5820.00,13.3,5.3,188,7.2
2025-03-27T05:00,5.3,89,1.3,1.10,1.10,0.00,0.00,0.00,1000.9,100,5320.00,31.0,5.5,199,17.3
2025-03-27T06:00,5.4,89,1.1,1.10,1.10,0.00,0.00,0.00,1000.8,100,17960.00,37.4,6.4,214,19.8
2025-03-27T07:00,5.7,89,1.8,0.40,0.40,0.00,0.00,0.00,1000.4,100,22780.00,35.3,7.1,210,16.9
2025-03-27T08:00,6.0,84,2.3,0.40,0.40,0.00,0.00,0.00,1000.1,100,29520.00,29.2,7.5,208,14.8
2025-03-27T09:00,6.6,83,3.2,0.00,0.00,0.00,0.00,0.00,1000.6,100,30980.00,26.3,7.6,214,13.7
2025-03-27T10:00,7.4,86,4.5,0.20,0.20,0.00,0.00,0.00,1000.9,100,39420.00,25.2,7.1,217,11.5
2025-03-27T11:00,7.9,84,4.6,0.10,0.10,0.00,0.00,0.00,1001.2,100,33400.00,26.6,7.2,199,14.4
2025-03-27T12:00,8.4,89,5.2,0.10,0.10,0.00,0.00,0.00,1001.3,100,28780.00,30.2,7.3,200,16.2
2025-03-27T13:00,9.2,83,5.5,0.00,0.00,0.00,0.00,0.00,1000.7,91,37620.00,37.1,6.7,207,19.4
2025-03-27T14:00,9.3,85,6.4,0.40,0.40,0.00,0.00,0.00,1000.7,100,45160.00,35.6,7.1,228,14.8
2025-03-27T15:00,8.6,85,5.8,0.40,0.40,0.00,0.00,0.00,1000.7,100,41520.00,34.2,6.7,234,12.6
2025-03-27T16:00,9.4,81,5.5,0.10,0.10,0.00,0.00,0.00,1000.9,100,39620.00,35.6,7.0,230,19.8
2025-03-27T17:00,9.4,73,5.3,0.00,0.00,0.00,0.00,0.00,1001.0,100,43580.00,34.9,7.4,227,19.1
2025-03-27T18:00,9.3,74,5.5,0.00,0.00,0.00,0.00,0.00,1000.6,97,37800.00,36.7,7.0,224,17.6
2025-03-27T19:00,8.8,77,5.3,0.00,0.00,0.00,0.00,0.00,1000.7,97,37480.00,32.0,7.0,206,15.5
2025-03-27T20:00,8.5,81,5.6,0.00,0.00,0.00,0.00,0.00,1000.8,100,30340.00,25.6,7.2,201,11.9
2025-03-27T21:00,7.7,85,5.3,0.00,0.00,0.00,0.00,0.00,1000.4,100,13440.00,21.2,6.9,185,8.6
2025-03-27T22:00,7.3,89,4.8,0.10,0.10,0.00,0.00,0.00,999.7,100,8640.00,16.6,6.7,189,9.4
2025-03-27T23:00,6.9,90,4.7,0.20,0.20,0.00,0.00,0.00,999.0,100,8080.00,15.1,6.3,190,7.6
2025-03-28T00:00,6.6,91,4.8,0.10,0.10,0.00,0.00,0.00,998.2,100,8880.00,13.3,5.8,192,4.7
2025-03-28T01:00,6.2,94,4.7,0.10,0.10,0.00,0.00,0.00,997.0,100,6560.00,7.9,5.3,34,2.2
2025-03-28T02:00,5.7,93,4.1,0.00,0.00,0.00,0.00,0.00,995.8,100,5500.00,5.8,5.3,206,2.5
2025-03-28T03:00,5.6,84,3.5,0.00,0.00,0.00,0.00,0.00,994.8,100,5080.00,7.2,5.1,193,3.6
2025-03-28T04:00,5.6,84,3.3,0.10,0.10,0.00,0.00,0.00,994.1,100,2000.00,7.6,4.6,187,4.3
2025-03-28T05:00,5.3,84,2.9,0.20,0.20,0.00,0.00,0.00,993.2,100,880.00,10.8,4.5,26,5.0
2025-03-28T06:00,5.3,92,3.1,0.20,0.20,0.00,0.00,0.00,991.5,100,1920.00,11.2,4.9,59,5.0
2025-03-28T07:00,5.2,95,3.4,0.30,0.30,0.00,0.00,0.00,989.9,100,7580.00,9.0,6.0,57,3.2
2025-03-28T08:00,5.2,92,3.2,0.10,0.10,0.00,0.00,0.00,988.7,100,2100.00,7.9,6.3,45,4.3
2025-03-28T09:00,5.8,90,3.8,0.00,0.00,0.00,0.00,0.00,989.0,98,11080.00,8.3,7.3,32,4.0
2025-03-28T10:00,7.3,88,4.9,0.20,0.20,0.00,0.00,0.00,989.4,99,7780.00,14.8,7.3,156,8.3
2025-03-28T11:00,8.5,90,6.7,0.90,0.90,0.00,0.00,0.00,990.8,87,9380.00,13.0,8.0,357,6.5
2025-03-28T12:00,8.9,91,7.8,0.40,0.40,0.00,0.00,0.00,991.1,89,16300.00,14.4,7.1,129,2.5
2025-03-28T13:00,9.2,91,8.3,0.00,0.00,0.00,0.00,0.00,991.3,94,18700.00,5.8,7.0,62,2.2
2025-03-28T14:00,9.1,80,5.4,1.10,1.10,0.00,0.00,0.00,992.2,92,15340.00,32.8,7.1,230,18.0
2025-03-28T15:00,9.4,88,6.4,2.60,2.60,0.00,0.00,0.00,992.6,81,33540.00,36.0,8.1,200,16.2
2025-03-28T16:00,11.1,78,8.5,0.00,0.00,0.00,0.00,0.00,993.4,42,21840.00,29.5,7.7,239,13.0
2025-03-28T17:00,10.6,77,8.6,0.00,0.00,0.00,0.00,0.00,994.2,66,19160.00,23.4,7.6,4,7.6
2025-03-28T18:00,9.6,89,7.8,0.30,0.30,0.00,0.00,0.00,994.5,98,22800.00,16.2,7.7,115,7.9
2025-03-28T19:00,9.6,89,8.3,0.00,0.00,0.00,0.00,0.00,994.9,67,16660.00,14.0,7.5,160,5.0
2025-03-28T20:00,9.0,93,7.5,0.00,0.00,0.00,0.00,0.00,995.2,43,15740.00,13.0,7.2,183,6.1
2025-03-28T21:00,7.9,89,5.8,0.00,0.00,0.00,0.00,0.00,995.6,100,13200.00,13.0,6.7,185,7.6
2025-03-28T22:00,7.0,88,4.5,0.00,0.00,0.00,0.00,0.00,995.7,98,7420.00,15.5,6.1,181,9.0
2025-03-28T23:00,6.2,86,4.0,0.00,0.00,0.00,0.00,0.00,996.6,78,5300.00,8.6,5.7,180,5.4
2025-03-29T00:00,5.5,86,2.6,0.00,0.00,0.00,0.00,0.00,996.7,91,2800.00,15.5,5.5,188,9.0
2025-03-29T01:00,5.3,82,2.4,0.00,0.00,0.00,0.00,0.00,996.9,96,2900.00,15.8,5.3,198,8.3
2025-03-29T02:00,5.0,78,1.9,0.00,0.00,0.00,0.00,0.00,997.3,66,3680.00,13.0,5.2,183,7.9
2025-03-29T03:00,4.4,76,1.0,0.00,0.00,0.00,0.00,0.00,997.4,3,2000.00,15.5,4.6,185,9.0
2025-03-29T04:00,3.5,76,-0.0,0.00,0.00,0.00,0.00,0.00,997.1,0,1800.00,15.8,4.3,178,9.0
2025-03-29T05:00,2.7,78,-0.4,0.00,0.00,0.00,0.00,0.00,997.8,0,1600.00,9.7,4.3,187,5.4
2025-03-29T06:00,2.1,77,-1.6,0.00,0.00,0.00,0.00,0.00,997.8,4,860.00,16.6,4.4,191,9.4
2025-03-29T07:00,2.0,75,-2.0,0.00,0.00,0.00,0.00,0.00,997.9,45,7400.00,19.1,4.8,187,10.8
2025-03-29T08:00,2.6,70,-1.4,0.00,0.00,0.00,0.00,0.00,997.7,61,12400.00,19.1,5.3,191,10.4
2025-03-29T09:00,3.8,64,-0.6,0.00,0.00,0.00,0.00,0.00,998.4,98,18760.00,23.8,5.6,198,13.3
2025-03-29T10:00,4.1,81,0.4,0.20,0.20,0.00,0.00,0.00,999.5,100,21080.00,25.9,5.7,215,11.9
2025-03-29T11:00,4.6,90,2.5,0.40,0.40,0.00,0.00,0.00,1000.0,100,39900.00,14.8,6.1,137,2.9
2025-03-29T12:00,6.1,90,4.0,0.10,0.10,0.00,0.00,0.00,1000.0,100,72160.00,10.1,7.4,154,5.4
2025-03-29T13:00,7.4,74,4.2,0.00,0.00,0.00,0.00,0.00,1000.0,100,73140.00,20.5,8.3,183,10.8
2025-03-29T14:00,8.3,60,5.2,0.00,0.00,0.00,0.00,0.00,1000.6,100,73020.00,23.8,9.1,253,7.6
2025-03-29T15:00,7.5,89,5.9,0.30,0.30,0.00,0.00,0.00,1000.8,99,72660.00,18.7,9.0,73,3.2
2025-03-29T16:00,8.6,78,6.4,0.00,0.00,0.00,0.00,0.00,1000.6,100,63500.00,15.5,8.2,153,6.8
2025-03-29T17:00,9.9,60,4.6,0.00,0.00,0.00,0.00,0.00,1001.1,90,65260.00,45.7,8.3,233,24.1
2025-03-29T18:00,9.4,67,4.1,0.00,0.00,0.00,0.00,0.00,1001.5,98,59840.00,49.7,7.4,232,25.9
2025-03-29T19:00,8.5,71,3.1,0.00,0.00,0.00,0.00,0.00,1001.8,100,54760.00,49.7,6.5,226,27.0
2025-03-29T20:00,7.7,83,3.2,0.10,0.10,0.00,0.00,0.00,1002.4,99,51600.00,49.3,5.9,225,22.3
2025-03-29T21:00,6.9,85,3.0,0.00,0.00,0.00,0.00,0.00,1002.9,93,43800.00,40.3,5.2,221,17.6
2025-03-29T22:00,6.1,88,2.8,0.00,0.00,0.00,0.00,0.00,1003.1,49,43360.00,31.7,4.9,204,13.7
2025-03-29T23:00,5.6,88,2.3,0.00,0.00,0.00,0.00,0.00,1003.2,23,41820.00,25.6,4.5,194,12.6
2025-03-30T00:00,5.1,89,2.0,0.00,0.00,0.00,0.00,0.00,1002.8,40,32960.00,22.3,4.5,191,10.4
2025-03-30T01:00,4.3,89,1.1,0.00,0.00,0.00,0.00,0.00,1002.4,24,16740.00,19.1,4.3,191,10.4
2025-03-30T02:00,3.4,91,0.4,0.00,0.00,0.00,0.00,0.00,1002.7,54,8120.00,17.6,4.3,186,8.3
2025-03-30T03:00,2.8,91,-0.3,0.00,0.00,0.00,0.00,0.00,1002.3,78,12420.00,14.0,4.2,182,7.9
2025-03-30T04:00,3.1,91,0.2,0.00,0.00,0.00,0.00,0.00,1002.1,98,19100.00,12.6,4.0,181,6.8
2025-03-30T05:00,2.3,89,-0.6,0.00,0.00,0.00,0.00,0.00,1002.9,100,23860.00,12.6,3.6,173,6.5
2025-03-30T06:00,2.3,87,-0.4,0.00,0.00,0.00,0.00,0.00,1002.6,100,28020.00,10.8,3.2,148,4.0
2025-03-30T07:00,2.1,88,-0.6,0.00,0.00,0.00,0.00,0.00,1002.9,100,27960.00,6.8,2.9,173,4.3
2025-03-30T08:00,2.5,85,0.1,0.00,0.00,0.00,0.00,0.00,1003.0,100,22420.00,5.8,3.2,44,2.2
2025-03-30T09:00,3.2,84,0.5,0.00,0.00,0.00,0.00,0.00,1003.6,100,23200.00,9.7,3.1,54,4.7
2025-03-30T10:00,4.2,82,1.7,0.00,0.00,0.00,0.00,0.00,1004.4,100,21020.00,10.1,3.3,61,4.3
2025-03-30T11:00,4.7,80,2.0,0.00,0.00,0.00,0.00,0.00,1005.4,100,23880.00,10.4,3.8,5,5.0
2025-03-30T12:00,5.9,89,3.6,0.00,0.00,0.00,0.00,0.00,1006.0,100,35220.00,12.6,4.2,1,6.5
2025-03-30T13:00,6.2,87,3.6,0.10,0.10,0.00,0.00,0.00,1006.9,100,40560.00,16.2,4.7,359,8.3
2025-03-30T14:00,6.1,87,3.6,0.10,0.10,0.00,0.00,0.00,1007.9,100,33280.00,15.5,4.3,317,7.6
2025-03-30T15:00,5.9,85,3.1,0.10,0.10,0.00,0.00,0.00,1008.9,100,37560.00,16.9,4.8,307,9.0
2025-03-30T16:00,6.1,88,3.3,0.10,0.10,0.00,0.00,0.00,1010.0,100,30780.00,18.0,4.8,308,9.7
2025-03-30T17:00,6.3,91,3.6,0.20,0.20,0.00,0.00,0.00,1011.3,100,28900.00,21.6,4.5,300,10.4
2025-03-30T18:00,5.8,89,3.2,0.30,0.30,0.00,0.00,0.00,1012.2,100,29900.00,19.4,4.5,299,8.3
2025-03-30T19:00,5.8,87,3.1,0.10,0.10,0.00,0.00,0.00,1013.2,100,32960.00,15.1,4.7,290,8.3
2025-03-30T20:00,5.7,89,3.5,0.00,0.00,0.00,0.00,0.00,1014.4,79,33380.00,11.2,4.5,220,5.4
2025-03-30T21:00,4.8,89,2.3,0.00,0.00,0.00,0.00,0.00,1015.6,88,31340.00,11.2,4.1,202,6.5
2025-03-30T22:00,4.2,87,1.4,0.00,0.00,0.00,0.00,0.00,1016.4,63,29600.00,13.3,3.8,200,7.6
2025-03-30T23:00,3.2,87,0.1,0.00,0.00,0.00,0.00,0.00,1017.3,79,33740.00,14.4,3.4,210,8.3
2025-03-31T00:00,2.5,87,-0.8,0.00,0.00,0.00,0.00,0.00,1018.1,67,36480.00,15.5,3.3,211,8.6
2025-03-31T01:00,2.4,89,-1.1,0.00,0.00,0.00,0.00,0.00,1018.8,51,36580.00,17.6,3.2,187,10.4
2025-03-31T02:00,2.1,90,-1.6,0.00,0.00,0.00,0.00,0.00,1019.0,64,34200.00,19.4,3.0,194,11.2
2025-03-31T03:00,1.7,89,-2.0,0.00,0.00,0.00,0.00,0.00,1019.6,96,37860.00,19.8,2.9,188,10.8
2025-03-31T04:00,1.7,88,-2.0,0.00,0.00,0.00,0.00,0.00,1020.3,100,39700.00,19.4,2.9,191,10.8
2025-03-31T05:00,1.7,86,-2.1,0.00,0.00,0.00,0.00,0.00,1021.0,96,39680.00,19.8,2.5,192,11.5
2025-03-31T06:00,1.8,86,-2.4,0.00,0.00,0.00,0.00,0.00,1020.5,94,41020.00,23.8,2.7,198,13.7
2025-03-31T07:00,1.6,86,-2.5,0.00,0.00,0.00,0.00,0.00,1020.9,97,42460.00,23.8,2.7,195,12.6
2025-03-31T08:00,2.0,84,-2.0,0.00,0.00,0.00,0.00,0.00,1021.6,100,38280.00,22.7,2.6,196,12.6
2025-03-31T09:00,3.1,80,-1.0,0.00,0.00,0.00,0.00,0.00,1021.7,85,49000.00,24.1,2.7,198,13.3
2025-03-31T10:00,4.0,75,-0.1,0.00,0.00,0.00,0.00,0.00,1021.9,43,57300.00,25.2,3.3,204,13.0
2025-03-31T11:00,5.3,71,1.6,0.00,0.00,0.00,0.00,0.00,1022.8,18,63120.00,25.6,4.4,207,11.2
2025-03-31T12:00,6.7,66,3.2,0.00,0.00,0.00,0.00,0.00,1022.5,31,69860.00,23.0,5.2,196,10.1
2025-03-31T13:00,7.9,59,4.5,0.00,0.00,0.00,0.00,0.00,1022.2,88,72080.00,22.3,6.0,204,9.4
2025-03-31T14:00,9.1,56,5.7,0.00,0.00,0.00,0.00,0.00,1021.9,86,73840.00,21.6,6.5,202,9.0
2025-03-31T15:00,9.6,55,7.0,0.00,0.00,0.00,0.00,0.00,1021.7,99,75340.00,20.5,7.0,78,4.3
2025-03-31T16:00,8.8,70,6.3,0.00,0.00,0.00,0.00,0.00,1021.8,100,75880.00,15.8,7.5,28,6.8
2025-03-31T17:00,8.3,73,6.0,0.00,0.00,0.00,0.00,0.00,1022.3,100,75660.00,14.8,7.9,9,5.4
2025-03-31T18:00,8.1,63,5.4,0.00,0.00,0.00,0.00,0.00,1022.6,100,74400.00,12.2,7.9,230,5.8
2025-03-31T19:00,8.0,66,5.7,0.00,0.00,0.00,0.00,0.00,1022.9,100,74100.00,10.8,8.0,226,4.0
2025-03-31T20:00,7.5,76,5.1,0.00,0.00,0.00,0.00,0.00,1023.0,100,44080.00,11.2,7.9,168,6.1
2025-03-31T21:00,7.1,71,3.9,0.00,0.00,0.00,0.00,0.00,1023.0,100,16540.00,17.6,7.4,186,10.1
2025-03-31T22:00,6.8,71,3.2,0.10,0.10,0.00,0.00,0.00,1023.3,100,23640.00,21.6,7.1,199,12.2
2025-03-31T23:00,6.8,70,3.4,0.00,0.00,0.00,0.00,0.00,1023.5,100,46220.00,20.9,6.8,196,10.4
2025-04-01T00:00,6.6,73,3.1,0.00,0.00,0.00,0.00,0.00,1023.5,100,38640.00,22.0,6.8,200,12.2
2025-04-01T01:00,6.4,83,2.7,0.10,0.10,0.00,0.00,0.00,1023.7,100,26480.00,27.7,6.8,203,15.5
2025-04-01T02:00,6.4,87,2.8,0.50,0.50,0.00,0.00,0.00,1024.1,100,34940.00,26.6,6.9,201,15.1
2025-04-01T03:00,6.2,89,2.5,0.70,0.70,0.00,0.00,0.00,1024.2,100,21740.00,28.8,7.1,196,16.2
2025-04-01T04:00,5.9,89,2.2,0.30,0.30,0.00,0.00,0.00,1024.5,100,28260.00,29.2,7.2,202,15.8
2025-04-01T05:00,6.2,90,2.8,0.40,0.40,0.00,0.00,0.00,1025.1,100,25340.00,27.7,7.4,197,14.0
2025-04-01T06:00,5.9,89,2.5,0.30,0.30,0.00,0.00,0.00,1025.0,100,26260.00,26.3,7.7,202,14.0
2025-04-01T07:00,5.9,90,3.0,0.20,0.20,0.00,0.00,0.00,1025.3,100,29280.00,25.2,7.8,201,10.8
2025-04-01T08:00,6.2,84,3.4,0.00,0.00,0.00,0.00,0.00,1026.1,99,42460.00,20.5,8.1,197,9.4
2025-04-01T09:00,6.3,83,2.7,0.00,0.00,0.00,0.00,0.00,1026.2,100,45920.00,25.6,8.6,198,14.4
2025-04-01T10:00,6.7,82,2.7,0.00,0.00,0.00,0.00,0.00,1026.5,100,51340.00,31.7,9.1,202,17.3
2025-04-01T11:00,7.2,83,3.3,0.00,0.00,0.00,0.00,0.00,1027.0,100,50160.00,32.0,9.3,205,18.0
2025-04-01T12:00,8.8,84,4.9,0.00,0.00,0.00,0.00,0.00,1027.2,100,54860.00,35.6,10.1,208,20.2
2025-04-01T13:00,9.5,86,6.0,0.10,0.10,0.00,0.00,0.00,1027.3,100,53780.00,35.6,10.7,205,18.7
2025-04-01T14:00,11.3,86,8.5,0.00,0.00,0.00,0.00,0.00,1027.6,100,36720.00,33.8,11.2,210,16.9
2025-04-01T15:00,12.1,85,9.4,0.00,0.00,0.00,0.00,0.00,1027.8,100,25000.00,32.4,11.3,213,18.0
2025-04-01T16:00,12.2,84,9.2,0.00,0.00,0.00,0.00,0.00,1028.1,100,48020.00,35.6,11.7,217,19.8
2025-04-01T17:00,12.2,88,9.7,0.10,0.10,0.00,0.00,0.00,1028.4,100,45020.00,35.6,11.5,212,17.6
2025-04-01T18:00,12.0,87,9.6,0.00,0.00,0.00,0.00,0.00,1028.6,100,40780.00,31.3,11.4,216,16.2
2025-04-01T19:00,11.6,85,9.3,0.00,0.00,0.00,0.00,0.00,1028.8,100,22760.00,29.2,11.4,211,14.4
2025-04-01T20:00,11.3,85,9.0,0.00,0.00,0.00,0.00,0.00,1029.2,100,38300.00,26.6,11.8,202,14.0
2025-04-01T21:00,11.0,86,8.7,0.00,0.00,0.00,0.00,0.00,1029.5,100,35300.00,25.2,11.9,203,13.7
2025-04-01T22:00,10.8,87,8.3,0.00,0.00,0.00,0.00,0.00,1029.9,100,27500.00,26.6,12.1,204,14.8
2025-04-01T23:00,10.6,86,8.1,0.00,0.00,0.00,0.00,0.00,1030.2,100,26700.00,25.9,12.6,204,14.0
2025-04-02T00:00,10.5,84,7.9,0.00,0.00,0.00,0.00,0.00,1030.1,100,17720.00,25.6,12.4,200,14.0
2025-04-02T01:00,10.0,83,7.2,0.00,0.00,0.00,0.00,0.00,1029.9,100,15320.00,25.6,12.1,194,14.4
2025-04-02T02:00,9.9,82,7.1,0.00,0.00,0.00,0.00,0.00,1030.1,100,23540.00,24.1,12.2,189,13.7
2025-04-02T03:00,9.7,83,6.8,0.00,0.00,0.00,0.00,0.00,1030.0,97,22780.00,24.8,11.7,185,14.4
2025-04-02T04:00,9.4,82,6.2,0.00,0.00,0.00,0.00,0.00,1029.9,79,27420.00,27.0,11.5,187,15.5
2025-04-02T05:00,8.7,81,5.3,0.00,0.00,0.00,0.00,0.00,1029.9,71,27620.00,27.7,11.3,190,15.8
2025-04-02T06:00,8.1,82,4.6,0.00,0.00,0.00,0.00,0.00,1029.8,77,25120.00,27.7,10.8,189,15.8
2025-04-02T07:00,7.8,82,4.2,0.00,0.00,0.00,0.00,0.00,1029.8,77,25500.00,28.1,10.5,188,15.8
2025-04-02T08:00,7.8,79,4.1,0.00,0.00,0.00,0.00,0.00,1029.8,70,30220.00,28.1,10.5,192,15.8
2025-04-02T09:00,8.7,74,5.2,0.00,0.00,0.00,0.00,0.00,1030.0,50,37300.00,28.1,10.2,197,14.8
2025-04-02T10:00,10.1,68,6.8,0.00,0.00,0.00,0.00,0.00,1030.2,60,52200.00,27.0,10.2,205,13.0
2025-04-02T11:00,10.8,63,7.6,0.00,0.00,0.00,0.00,0.00,1030.0,47,57840.00,24.8,11.0,210,12.2
2025-04-02T12:00,12.5,56,9.4,0.00,0.00,0.00,0.00,0.00,1029.8,52,60660.00,24.8,11.8,230,11.2
2025-04-02T13:00,13.5,50,10.6,0.00,0.00,0.00,0.00,0.00,1029.3,66,65320.00,23.8,12.5,243,9.0
2025-04-02T14:00,14.3,46,11.4,0.00,0.00,0.00,0.00,0.00,1028.8,46,69440.00,21.6,12.8,249,8.3
2025-04-02T15:00,14.9,43,12.0,0.00,0.00,0.00,0.00,0.00,1028.3,34,69860.00,19.8,12.8,240,7.9
2025-04-02T16:00,15.5,43,12.4,0.00,0.00,0.00,0.00,0.00,1027.8,18,65600.00,22.0,13.2,237,10.1
2025-04-02T17:00,16.1,46,13.4,0.00,0.00,0.00,0.00,0.00,1027.5,27,67520.00,19.4,14.0,248,9.4
2025-04-02T18:00,15.0,51,12.6,0.00,0.00,0.00,0.00,0.00,1026.9,61,49240.00,19.4,13.7,247,8.3
2025-04-02T19:00,13.9,62,12.0,0.00,0.00,0.00,0.00,0.00,1026.5,68,34400.00,15.5,13.0,234,6.8
2025-04-02T20:00,13.1,65,11.0,0.00,0.00,0.00,0.00,0.00,1026.4,36,34120.00,14.8,13.0,213,8.6
2025-04-02T21:00,11.8,71,9.3,0.00,0.00,0.00,0.00,0.00,1026.3,0,32180.00,18.7,12.7,195,10.8
2025-04-02T22:00,10.7,68,7.6,0.00,0.00,0.00,0.00,0.00,1026.2,0,31540.00,23.4,12.3,188,13.3
2025-04-02T23:00,9.7,67,6.2,0.00,0.00,0.00,0.00,0.00,1026.3,54,27980.00,24.1,12.4,188,13.7
2025-04-03T00:00,8.6,67,5.0,0.00,0.00,0.00,0.00,0.00,1026.0,67,40140.00,23.8,11.9,186,13.3
2025-04-03T01:00,7.9,68,4.5,0.00,0.00,0.00,0.00,0.00,1025.6,49,53400.00,22.7,11.2,181,11.9
2025-04-03T02:00,7.0,68,3.4,0.00,0.00,0.00,0.00,0.00,1024.7,15,44300.00,22.7,10.7,183,11.9
2025-04-03T03:00,6.2,68,2.5,0.00,0.00,0.00,0.00,0.00,1023.9,84,42420.00,20.9,10.0,178,11.5
